Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
43639,35,0,22,0,3306,1,0,0,1,1,23,3,0,4,1,1,46,0,0,0,3,1,0
20562,28,0,2,2,7714,1,3,0,0,0,58,3,0,1,1,2,36,1,0,0,2,1,0
422,29,1,16,4,10120,1,1,0,0,0,32,1,0,1,0,1,58,0,0,0,1,2,0
25123,24,0,15,3,5958,2,0,2,0,0,4,0,1,1,1,0,50,0,0,0,1,2,0
29692,43,0,22,1,10711,0,0,0,0,0,27,1,1,0,2,2,80,0,0,0,2,1,1
4225,45,1,16,0,5790,3,0,2,1,0,83,0,2,1,1,1,40,0,0,1,2,1,0
38591,18,0,4,4,7687,1,2,0,0,0,60,1,2,2,0,1,42,0,1,0,2,1,0
16893,32,1,18,4,9341,0,2,2,0,0,62,0,2,2,2,1,29,0,0,1,1,2,1
11029,53,0,1,2,6233,3,1,0,0,0,18,1,2,6,1,2,14,0,0,0,2,0,0
14753,49,0,14,4,12342,1,2,2,2,0,1,3,2,3,2,0,50,0,0,0,2,0,0
1968,40,1,11,2,7449,1,3,0,0,0,91,3,1,2,2,2,19,0,0,0,0,1,1
45050,27,0,6,2,7273,0,2,0,0,1,43,1,1,1,0,1,8,0,0,0,2,1,1
48546,34,1,1,4,8030,1,0,0,2,0,59,0,1,0,0,1,43,0,0,0,2,1,0
65278,29,0,7,4,10800,1,1,1,2,1,14,2,1,1,0,2,42,0,0,0,2,2,0
57487,22,0,8,2,9576,0,3,2,0,1,51,1,2,3,2,1,11,0,0,0,0,0,1
61789,51,0,34,4,9479,2,0,0,0,0,84,1,0,4,1,2,62,0,0,0,3,2,0
50734,40,0,28,2,7524,3,2,0,0,1,33,3,2,1,1,1,47,0,0,0,2,2,0
31372,18,1,7,2,8421,1,1,2,0,0,35,2,1,3,1,2,62,1,0,0,3,2,1
49164,21,0,1,3,6152,2,0,2,2,1,33,4,2,2,1,2,25,0,0,1,2,2,0
55623,23,0,12,2,7804,1,0,2,1,1,56,1,0,1,1,1,82,0,0,0,2,2,0
69908,51,1,7,1,8087,2,3,2,2,1,52,2,0,2,0,0,74,0,0,0,2,1,1
36433,31,1,12,3,5086,2,0,1,0,0,24,0,2,3,2,1,18,0,0,0,0,1,1
23973,27,0,11,1,7350,0,0,0,2,0,74,4,2,1,0,1,41,1,1,0,2,1,1
36582,48,1,27,0,5177,1,0,2,0,0,97,1,1,0,0,1,100,0,0,0,2,0,1
16065,18,0,7,2,6624,1,3,0,1,1,88,1,1,1,0,0,48,1,0,0,1,1,0
29993,32,1,6,2,6244,1,3,0,0,0,96,1,2,0,2,2,72,0,0,0,2,2,1
48582,24,0,12,2,8267,3,3,0,2,1,79,2,1,0,1,1,33,0,0,0,2,1,0
61450,39,1,20,0,6787,2,0,3,2,0,15,3,2,1,2,1,79,0,1,0,0,1,0
33304,54,1,7,4,5527,1,3,0,0,1,76,1,1,1,1,1,37,1,0,0,1,1,0
10592,40,1,28,2,7022,1,3,0,1,0,8,0,2,5,0,1,47,0,1,0,2,2,0
53415,51,0,14,2,8498,3,2,1,1,1,37,3,1,0,0,1,34,0,1,0,1,2,0
123,56,0,3,4,9615,2,2,0,0,0,15,1,1,4,0,1,38,0,0,0,2,1,1
24596,56,0,14,4,11360,2,2,2,0,0,62,1,1,1,1,2,17,0,0,1,3,2,0
24303,52,1,21,2,5892,2,3,2,2,0,56,1,2,3,2,0,72,0,0,1,0,2,1
64963,19,1,1,2,7262,3,3,0,0,1,45,1,1,3,0,1,54,0,0,0,3,1,0
14471,58,1,9,0,5685,2,1,2,0,0,63,2,1,2,0,1,35,1,0,0,3,1,1
58110,57,0,48,3,5901,2,0,0,2,1,38,2,1,0,1,2,69,0,0,0,2,3,1
62528,25,0,7,3,5284,3,0,2,0,1,91,4,1,4,1,1,14,0,0,0,1,1,1
65481,51,1,34,0,5981,2,3,1,1,0,45,0,1,2,2,0,37,0,0,1,2,1,1
13858,25,1,8,2,8071,1,2,2,1,0,87,1,1,2,0,2,31,1,0,0,1,1,0
5660,49,0,23,2,9542,2,0,0,0,0,26,3,2,1,1,2,74,0,0,0,1,0,1
37686,37,0,28,2,9030,1,3,0,0,0,75,1,2,0,0,0,52,1,0,0,3,1,0
11745,32,0,15,3,5957,3,3,2,0,0,40,1,2,1,1,2,88,0,0,0,1,2,0
58063,56,0,21,0,5058,1,1,0,0,0,42,3,2,5,1,0,62,0,0,1,2,1,1
91,25,0,6,0,3553,1,0,2,0,0,9,0,2,4,0,1,8,0,0,0,3,2,0
33723,59,1,42,4,6005,2,0,3,0,0,43,1,1,6,0,1,90,1,0,0,2,0,1
29677,47,1,18,1,8138,3,3,0,0,0,72,1,1,0,1,1,66,1,0,1,3,1,1
26206,50,0,25,3,5729,3,0,2,0,0,96,1,2,0,1,1,36,0,0,1,2,1,0
2899,26,0,16,4,7958,2,2,2,0,0,79,1,1,0,1,2,66,0,0,0,3,1,0
58395,33,0,7,4,9437,1,1,0,0,1,57,0,2,1,2,1,81,0,0,0,3,2,0
15182,39,0,12,1,12931,3,0,1,0,1,99,0,1,1,0,2,30,0,1,0,2,0,0
21769,27,0,15,3,6342,3,0,0,1,0,84,3,0,0,0,2,86,1,0,1,2,1,1
1703,28,0,1,4,9432,3,3,1,0,0,47,1,2,2,2,0,16,0,0,0,3,2,0
2955,29,0,1,3,5079,2,2,0,0,0,91,1,0,1,0,1,16,0,0,0,2,2,0
50908,45,0,36,2,8513,2,0,0,0,1,89,0,1,0,0,1,49,1,1,0,0,2,1
22351,28,1,15,0,3721,1,0,2,2,0,91,0,1,5,1,2,59,0,0,0,2,1,1
62092,56,1,7,1,9438,2,0,2,0,1,56,3,0,3,1,0,83,0,0,1,0,1,1
11667,43,0,17,0,5344,2,0,3,0,0,1,2,0,5,1,2,53,0,0,0,1,0,1
3101,48,1,32,2,8014,2,0,0,0,0,46,3,2,2,1,1,93,0,0,0,2,2,1
65734,51,1,10,0,4317,2,2,0,2,1,2,1,1,1,1,2,88,1,0,0,0,0,1
65064,29,1,8,2,6405,1,1,0,3,0,40,0,1,3,1,1,37,0,0,0,2,2,0
34361,43,0,17,0,4401,1,0,1,2,1,95,3,2,0,0,2,87,0,0,0,2,2,0
32426,56,0,33,2,8971,1,2,1,1,0,91,3,0,5,1,1,73,1,0,0,2,1,1
48534,59,0,10,3,5436,3,3,1,3,0,23,1,2,2,0,1,61,1,0,0,3,1,1
51342,24,1,12,2,8879,0,0,1,2,0,50,2,1,2,1,2,31,1,0,0,0,1,1
71089,41,0,30,2,6610,2,2,3,2,0,19,1,1,1,0,1,63,0,0,1,3,1,0
67089,29,1,5,2,8598,2,3,0,0,0,3,1,1,0,1,1,73,1,0,1,2,3,1
18612,35,0,23,0,4767,2,0,2,3,0,84,3,2,3,2,0,39,0,0,0,2,1,1
26485,30,0,4,4,9967,0,0,2,0,0,13,1,1,1,2,2,64,1,1,1,1,1,1
25984,42,1,30,2,9068,1,0,0,0,0,32,3,2,4,2,1,67,0,0,0,0,2,1
25336,26,0,11,3,6029,2,0,2,1,0,61,1,1,1,0,1,26,0,0,0,3,2,0
25967,53,0,7,4,8391,2,2,2,1,1,12,2,1,1,0,1,33,0,0,0,2,0,0
57265,32,1,24,3,6526,3,3,2,0,0,3,1,2,5,1,1,43,1,0,0,2,1,1
18752,34,1,22,4,7167,3,0,0,0,0,19,1,0,3,1,2,63,0,1,0,3,1,1
1547,31,1,19,0,5616,1,2,2,0,1,19,3,1,1,0,1,84,0,0,0,2,2,0
7538,30,0,18,4,7931,0,0,0,2,1,43,1,2,5,0,1,42,0,0,0,1,1,1
67716,44,1,15,0,5253,1,2,2,0,0,78,2,2,5,0,1,71,0,0,0,2,3,1
45384,28,1,20,3,6696,1,1,0,1,1,72,2,1,1,0,1,36,0,0,0,2,1,0
278,50,1,9,1,9654,2,1,0,1,0,11,0,1,1,0,1,66,0,0,0,2,1,0
26438,36,1,27,2,8779,0,1,0,0,0,62,2,1,1,1,1,47,0,0,1,2,1,1
13168,22,0,5,0,3982,2,2,0,2,0,79,3,2,3,1,1,66,0,0,0,3,3,0
44235,25,0,17,2,7632,1,0,0,2,1,16,3,0,1,0,1,88,1,0,0,1,2,0
591,45,0,3,4,9823,1,1,0,0,0,81,2,1,3,1,0,53,0,0,0,3,3,0
15435,22,0,1,1,4674,3,2,1,1,1,30,4,0,3,0,1,20,0,0,0,2,3,1
13238,47,1,9,1,11109,1,0,1,2,0,75,1,1,2,1,2,32,0,0,0,3,1,0
22954,32,1,10,0,2244,2,0,0,0,0,39,1,2,5,1,2,71,0,0,0,2,0,1
48887,24,1,2,4,8456,1,3,0,2,1,11,2,0,4,0,1,68,1,0,0,2,2,0
73523,35,1,18,2,7389,2,0,2,2,1,58,3,1,0,0,1,29,0,1,0,3,2,1
21224,58,1,36,0,4930,0,2,0,1,1,58,2,1,4,0,0,59,0,0,0,2,2,1
64587,28,1,5,2,7657,1,3,1,0,0,37,0,1,0,0,2,50,0,0,0,2,0,0
22458,47,0,17,4,8670,1,0,2,1,1,59,2,1,0,0,1,62,1,0,0,2,2,0
24500,39,1,24,2,6737,0,0,1,0,0,59,0,1,2,0,2,91,0,0,0,3,2,0
69141,51,1,33,1,7183,2,2,0,1,1,91,4,2,0,0,0,78,0,0,0,2,2,1
20066,50,1,2,1,8403,1,0,2,0,0,73,2,0,4,2,1,15,0,0,0,1,1,1
24432,31,0,16,4,7389,2,3,0,0,1,37,2,1,0,1,1,95,1,0,0,3,0,1
41691,44,1,4,4,7461,3,0,1,0,0,10,3,2,1,1,1,53,0,0,0,0,0,1
28029,41,0,7,1,8741,3,0,2,2,0,24,3,1,2,1,0,62,0,1,0,2,2,1
69104,53,1,33,4,9781,1,1,3,0,0,27,2,0,2,0,1,90,0,0,1,0,1,0
68261,33,1,8,3,6250,2,0,0,3,0,93,0,1,2,2,2,69,1,0,0,2,1,1
59738,39,1,9,0,3669,3,0,0,1,0,15,2,1,5,1,1,79,0,0,0,0,0,1
59674,48,0,7,2,7929,3,1,0,0,0,8,0,2,0,2,2,49,1,0,1,1,0,1
45269,49,1,8,1,6929,0,3,1,1,0,26,1,1,4,0,1,29,0,0,1,2,0,1
36540,19,0,8,3,6005,1,3,0,0,0,72,0,2,4,0,0,14,0,0,0,1,0,0
46017,39,0,3,2,7890,1,0,1,3,0,42,1,2,2,2,0,45,0,0,0,1,2,1
2261,40,0,20,3,6565,0,1,0,0,1,41,0,2,1,2,1,64,0,0,1,2,1,1
52379,52,1,17,0,4624,3,0,3,2,1,80,4,0,0,2,1,22,0,0,0,1,2,1
39317,22,0,4,0,5457,1,3,0,0,0,57,2,2,1,0,2,33,0,0,0,0,2,0
67691,59,0,35,4,9859,3,1,1,1,1,82,0,2,6,1,0,70,0,0,0,2,1,0
74485,42,0,10,2,8218,0,1,2,0,0,78,1,2,0,1,1,76,0,0,0,1,1,1
2708,24,0,3,1,9368,2,0,2,2,0,99,1,2,1,0,0,50,0,0,0,3,2,0
1990,53,1,4,1,11128,0,3,0,0,1,63,3,0,3,1,0,58,0,0,1,2,0,1
46763,18,1,6,3,7125,2,3,0,2,0,64,0,2,1,0,2,71,0,0,1,2,1,0
6810,40,1,22,1,8568,2,0,0,3,0,68,3,1,5,1,0,59,0,0,0,2,0,1
25595,28,0,20,2,8426,3,0,1,1,0,62,2,1,0,1,2,84,0,0,0,2,1,0
37982,57,0,45,0,4932,2,1,2,0,0,20,0,2,2,1,1,101,1,0,1,1,1,1
8285,33,0,10,4,9397,0,0,0,1,0,56,2,1,2,0,1,48,0,0,0,3,0,0
29084,49,0,2,1,9776,3,2,0,1,1,42,0,1,2,1,1,43,0,0,0,2,0,1
71947,28,1,7,1,6648,1,0,0,1,0,18,4,1,1,1,2,21,1,0,0,0,1,1
14782,43,0,6,4,6985,0,2,0,0,0,72,3,1,2,2,1,28,0,0,1,2,1,1
71511,32,0,15,1,6329,1,0,2,0,1,5,3,1,1,2,1,31,0,0,0,2,0,0
71594,39,1,15,2,7554,2,0,2,0,0,37,2,2,2,1,1,18,0,0,0,3,1,0
661,39,1,25,1,8891,0,2,0,2,1,7,0,1,0,1,0,44,0,0,1,3,2,1
45531,29,1,9,1,10195,1,2,3,0,1,58,3,2,1,0,1,88,0,0,0,2,1,0
13572,56,1,44,4,8547,2,0,0,1,0,34,0,2,0,1,0,119,0,0,0,0,3,0
1077,41,1,6,2,8243,3,1,3,0,0,23,0,2,0,0,1,14,1,0,0,3,1,0
67187,54,1,12,4,9074,2,1,2,1,1,14,1,0,0,0,1,78,0,1,0,2,1,1
9159,32,1,4,2,8123,1,1,0,1,1,71,2,1,1,0,0,79,0,0,0,3,1,0
10183,23,1,8,0,4308,2,0,0,1,0,22,2,2,3,1,1,26,0,0,0,3,0,0
74348,42,0,6,2,8483,2,0,3,0,0,97,3,1,3,0,0,21,0,0,0,2,0,1
14114,37,0,11,0,4565,1,3,0,1,0,37,2,1,5,2,0,58,0,0,0,3,1,1
35509,47,0,30,2,6810,3,0,0,0,0,92,0,1,3,1,2,51,1,0,0,3,1,1
22132,39,1,20,1,5935,2,0,0,1,0,67,2,1,2,0,1,83,0,0,0,2,1,0
28451,57,0,16,4,7516,2,2,0,0,0,42,0,1,0,2,1,34,0,0,0,3,2,0
70644,46,0,15,4,8944,0,0,0,2,1,65,2,1,5,1,1,40,0,0,0,2,0,1
14525,52,0,21,4,8056,2,0,0,0,0,26,3,1,2,0,2,68,0,1,0,2,2,1
19949,36,0,6,3,6081,0,0,0,0,1,78,1,0,0,1,1,9,0,0,0,3,0,1
48680,46,1,37,1,8704,0,2,0,0,0,48,4,2,6,2,2,99,0,0,0,1,0,1
13333,56,1,30,1,10946,2,1,0,0,0,72,2,1,1,0,1,95,0,0,1,1,1,1
43224,52,0,11,3,5652,3,0,0,0,0,9,2,0,4,2,0,22,0,0,0,2,2,1
14048,57,1,19,4,9332,2,0,0,1,0,1,0,1,1,2,2,52,0,0,0,1,1,1
61803,45,1,21,1,9607,1,2,1,0,0,7,1,1,3,2,0,50,1,0,0,3,2,1
20654,28,1,12,4,7799,2,3,0,0,1,22,0,2,3,1,2,33,0,0,1,0,0,0
19115,40,0,18,3,5694,2,2,0,2,0,39,1,2,0,0,1,80,0,0,0,2,1,1
56581,36,1,27,3,6472,3,0,0,1,0,96,1,0,0,0,2,47,0,0,0,2,1,0
70720,52,1,24,0,4697,0,0,0,0,0,48,1,2,3,1,0,34,1,0,0,3,2,1
30775,50,0,24,2,7333,1,2,0,0,0,68,2,2,0,0,0,87,0,0,0,2,0,0
70071,48,0,29,0,5543,1,2,0,0,0,14,3,2,1,2,0,92,0,0,0,2,2,0
19225,29,0,20,2,7930,2,3,0,1,0,41,0,0,4,0,2,99,1,0,1,2,0,1
33297,57,0,27,4,8589,2,2,0,0,0,66,2,1,3,0,2,39,0,0,0,2,1,0
50104,50,0,41,3,5858,2,2,0,1,0,76,2,1,0,2,2,69,0,0,0,1,2,1
57766,32,0,14,0,5427,3,0,0,1,0,56,0,2,0,1,0,57,1,0,1,3,1,0
23476,37,1,17,1,9137,2,1,2,2,0,19,3,1,2,1,0,57,0,0,0,2,0,1
72612,31,0,11,4,9760,1,0,0,1,0,14,1,2,1,1,1,15,0,0,0,2,0,0
6870,27,1,14,4,8074,2,0,2,1,1,45,2,2,2,0,2,43,0,0,0,2,1,0
43251,50,0,40,1,8514,1,0,2,0,0,66,0,1,0,1,2,112,0,0,0,2,1,0
73977,21,1,1,0,5176,3,3,0,1,0,6,1,1,3,0,1,53,0,0,0,1,2,0
10501,40,1,20,0,5231,0,0,2,0,0,2,0,1,3,1,2,28,0,0,0,2,3,1
17847,24,1,2,1,12765,0,2,0,0,0,15,0,1,3,0,2,51,1,0,1,2,0,1
73777,58,1,3,4,9449,3,2,1,1,1,92,0,1,3,2,1,15,0,0,0,2,1,1
49914,39,0,31,3,6421,1,3,0,0,0,3,0,2,0,1,0,42,0,0,0,1,1,0
26680,48,0,33,3,6521,0,0,0,0,1,78,0,0,3,0,0,61,0,0,0,2,0,1
46592,40,1,19,3,6708,3,0,0,2,0,46,1,1,1,0,1,42,0,0,0,1,0,0
48721,59,1,33,4,8442,0,0,1,2,0,23,0,1,2,2,1,57,0,0,0,3,2,1
9817,50,0,32,1,5180,1,2,0,1,0,49,2,2,2,0,0,49,0,0,0,2,1,0
20449,25,1,17,2,8068,1,1,2,2,0,72,4,2,0,0,1,88,0,0,0,2,0,0
4109,42,0,9,2,9173,0,3,0,0,0,60,3,1,3,0,2,23,0,0,0,2,0,0
3463,45,0,28,3,6162,2,0,2,0,0,44,1,1,3,1,1,107,0,0,1,1,2,1
51906,39,1,12,3,4567,0,3,0,0,0,95,1,1,3,0,1,74,0,0,0,3,0,1
47529,54,0,20,0,5423,0,0,2,0,0,69,0,2,0,0,2,39,0,1,0,1,1,0
71020,38,1,18,4,8401,1,0,1,3,1,42,3,1,0,2,2,32,0,0,0,3,1,1
37304,36,0,3,4,7828,1,2,2,0,0,45,1,1,0,0,0,71,0,1,0,0,1,1
23356,40,1,5,4,8954,2,0,0,1,0,30,0,2,3,1,1,28,0,0,0,3,1,0
20787,22,0,11,2,7074,1,0,2,1,0,14,3,0,3,2,1,33,0,0,0,2,2,1
35681,18,0,10,1,10750,1,1,0,1,0,2,0,1,4,0,1,71,1,0,0,2,0,1
23115,27,0,3,4,9168,0,0,2,1,0,44,1,1,1,1,1,48,0,0,0,0,1,1
66819,34,1,16,0,4547,1,0,0,1,1,23,3,2,1,1,1,52,0,1,0,1,2,0
25995,55,0,16,0,3925,2,0,0,1,0,22,1,2,1,2,1,46,0,0,0,0,2,1
40075,55,1,45,1,7929,0,0,2,0,0,97,2,1,6,0,2,115,1,0,1,0,0,1
31179,43,0,5,1,7154,1,0,0,0,0,73,0,1,0,0,1,7,0,0,0,2,2,0
32148,49,0,33,1,7875,0,0,3,1,0,78,1,1,1,0,0,108,0,0,1,1,2,0
48631,25,1,4,0,5642,0,0,1,3,1,57,4,2,3,1,2,26,0,0,0,3,1,1
10156,36,1,22,2,8752,2,0,0,0,0,41,3,1,4,2,1,38,0,0,0,1,1,1
25331,24,1,2,1,7635,2,0,0,0,0,72,3,2,4,0,2,39,0,0,0,2,1,1
49466,20,1,6,4,9630,1,0,1,0,1,30,4,1,1,0,0,81,1,0,0,2,0,1
40809,37,1,10,4,7457,3,0,0,1,0,34,0,2,0,0,0,66,0,0,0,2,0,0
52207,28,1,6,2,7812,2,2,2,0,0,76,1,2,2,0,2,81,0,0,1,1,1,0
21683,59,1,50,2,6491,0,0,1,0,0,19,3,1,1,1,1,62,0,0,0,2,1,1
39252,57,0,43,1,4492,3,1,1,0,0,86,4,2,2,1,1,63,0,0,0,3,1,0
60968,34,1,9,4,6812,0,0,0,3,0,35,3,1,0,0,1,49,0,0,0,1,1,1
65974,38,0,13,1,8233,0,3,1,2,0,33,1,2,0,1,0,19,0,0,0,2,1,0
63892,25,0,14,0,6171,2,0,2,1,1,18,3,2,4,0,1,53,0,1,0,3,0,0
40484,46,1,32,1,4513,1,0,1,0,0,97,3,0,2,0,0,82,1,0,1,2,3,1
73746,55,0,7,2,7126,2,0,0,0,1,41,3,2,0,1,1,12,1,0,0,0,0,0
14279,41,1,12,1,10857,2,0,0,0,0,55,1,1,0,2,1,86,1,0,0,1,1,1
33977,54,1,24,0,3070,1,1,0,0,0,9,0,1,0,2,1,87,0,0,1,2,1,1
13386,58,0,27,3,6279,0,1,0,1,0,75,3,1,3,1,1,58,0,0,0,3,0,0
28331,26,0,13,4,7147,0,0,0,1,0,65,1,1,2,1,0,19,0,0,0,1,0,1
20786,56,1,42,0,4395,0,0,0,1,1,22,3,2,1,1,1,101,0,0,0,1,1,0
8291,46,0,32,1,11699,3,0,0,0,1,14,2,2,0,2,1,37,0,0,0,2,1,0
51555,49,1,5,2,8944,1,2,0,2,0,35,2,1,0,0,1,56,0,0,0,2,3,0
47243,21,1,9,1,11634,2,0,0,2,0,96,2,1,1,0,2,26,0,1,0,2,0,0
32498,53,1,22,4,10782,2,2,3,0,0,57,2,2,0,0,0,64,0,0,0,3,0,0
55598,45,1,12,4,8247,2,0,1,0,0,17,1,1,2,2,1,67,0,0,1,0,1,1
25409,53,0,6,0,4347,1,2,3,0,0,52,0,2,0,1,2,49,0,0,0,2,1,0
23321,36,1,10,4,9171,0,1,1,0,0,42,2,0,0,2,2,20,1,0,0,3,2,1
3260,21,0,4,3,5861,2,0,0,1,0,28,2,1,1,1,1,60,0,0,0,2,2,1
31251,25,1,9,1,8445,0,0,0,0,0,95,1,2,4,1,1,87,0,0,0,1,2,0
3726,44,0,26,1,6572,3,3,0,3,1,72,3,1,2,2,0,87,0,0,0,2,0,1
68013,48,1,28,4,11094,0,0,2,2,1,13,1,1,0,1,2,76,0,0,0,1,3,1
13018,46,1,20,0,5134,0,0,2,0,1,4,2,1,1,0,1,59,0,1,0,2,0,1
13201,32,0,3,2,9476,2,0,0,3,1,66,1,1,1,0,1,9,0,0,0,3,2,1
61244,40,1,5,3,5577,1,3,0,1,0,39,2,1,0,2,1,24,0,0,0,2,1,1
58060,33,0,16,2,7821,1,0,0,1,0,55,3,2,3,1,2,42,0,0,0,2,1,0
66155,59,0,51,2,8997,2,3,0,0,0,42,0,2,2,1,2,79,0,0,0,3,0,0
54227,56,0,25,2,6936,3,0,0,2,1,16,2,2,1,0,2,71,0,1,0,1,0,0
64024,29,0,6,0,4566,1,3,0,1,1,73,2,2,0,0,1,26,1,1,0,1,2,0
56629,47,0,30,3,6999,1,3,0,1,1,52,4,1,3,0,2,71,0,0,0,3,3,0
61909,59,1,36,4,8230,2,2,2,0,0,28,1,2,2,2,2,83,0,0,0,2,0,1
65854,20,1,6,3,6116,0,2,1,1,0,28,2,2,1,1,1,42,0,0,0,3,2,1
30350,38,0,20,3,6482,3,0,0,1,0,57,0,0,3,2,1,84,0,0,0,3,2,1
58423,41,0,5,1,12722,2,1,0,0,1,20,0,1,2,1,1,41,0,0,0,2,1,1
12900,32,1,12,1,8203,2,0,1,0,1,34,3,2,1,1,2,62,0,0,0,1,0,0
19946,33,0,11,3,5920,2,0,0,0,0,18,0,1,0,2,1,73,0,0,0,1,1,1
53511,58,1,7,3,6034,1,1,0,0,1,24,1,0,3,2,2,77,0,0,0,3,0,1
61199,53,1,13,4,7528,1,0,1,2,0,40,1,2,0,0,2,36,0,0,0,3,1,0
21843,40,0,7,0,4443,2,0,0,0,0,7,0,1,2,0,1,47,0,0,0,2,0,0
56403,34,1,22,0,5305,1,3,0,2,0,19,1,2,1,1,2,87,1,0,0,2,0,0
67057,27,1,9,2,7972,0,3,3,2,0,55,3,1,0,0,0,30,0,0,0,3,2,0
12904,19,1,3,1,9776,1,0,0,0,0,4,2,2,1,0,1,69,0,0,0,2,0,0
40828,41,0,1,0,4527,2,1,1,0,0,55,3,1,0,2,1,64,1,0,0,2,1,1
53696,22,0,12,0,2521,2,0,0,2,0,70,2,2,1,0,1,80,0,0,0,2,2,0
28829,26,0,17,1,10505,2,2,0,0,1,36,1,2,0,1,1,76,0,0,0,0,1,0
38627,57,0,14,0,5028,2,3,0,2,0,72,0,0,0,2,1,77,0,1,0,2,2,1
53044,44,1,21,4,11038,1,0,0,0,0,67,1,1,1,0,0,50,0,0,0,2,0,0
22787,38,1,19,2,9845,1,2,0,4,0,78,1,2,3,1,0,61,0,0,0,1,2,0
65617,25,1,11,4,11762,2,0,0,1,0,67,1,2,3,1,1,54,0,0,0,0,1,0
26668,38,1,29,4,9949,1,3,0,0,0,21,3,1,2,1,0,39,0,0,0,3,2,0
53404,53,1,22,4,7889,1,2,0,0,0,9,3,1,0,2,0,37,0,0,0,1,2,1
50839,22,1,1,3,6795,2,0,2,1,1,56,3,1,2,1,1,60,1,0,1,1,1,1
34772,58,1,7,0,4757,1,0,2,2,0,3,3,2,0,2,2,62,0,0,0,1,1,1
20477,21,1,11,4,10426,3,0,0,0,0,18,0,2,1,0,0,40,0,0,0,2,1,0
19723,22,0,14,1,6300,0,0,0,0,1,51,2,2,5,1,1,16,0,0,0,2,1,0
72511,38,0,15,0,5644,3,0,0,0,1,38,3,1,0,0,1,71,0,0,0,2,1,0
34169,55,0,9,4,11248,3,2,3,0,0,70,1,1,3,2,1,43,0,0,0,2,2,1
25942,29,0,17,1,5383,2,0,0,1,0,71,0,1,4,1,0,81,0,0,0,2,1,1
5177,20,1,8,0,3759,1,0,0,1,1,91,4,1,0,0,1,27,0,0,0,2,0,1
30113,52,1,42,4,7120,2,0,0,0,0,76,0,2,0,0,1,57,1,0,0,1,1,1
56502,53,0,33,3,6123,1,2,0,1,1,24,2,2,4,1,1,43,0,0,0,1,0,0
4716,37,0,6,1,8178,0,3,0,2,1,58,2,1,0,0,2,42,0,0,0,0,1,0
13366,19,0,9,4,9629,2,1,0,0,0,23,1,2,1,1,0,71,0,0,0,2,2,0
26679,58,0,28,1,10209,2,0,0,1,0,28,2,1,0,1,1,56,0,0,0,1,1,1
36504,59,1,44,4,9211,1,3,0,1,0,30,3,2,3,0,0,84,0,0,0,2,2,0
6618,57,0,4,3,6317,2,0,0,1,0,87,2,0,1,1,1,70,0,0,0,3,1,1
3792,41,0,33,4,6267,3,2,1,2,0,89,0,1,0,0,0,41,0,0,0,3,1,0
3128,56,1,37,0,4133,2,3,0,1,1,59,2,1,0,1,1,41,1,0,0,2,0,1
34954,43,1,30,3,6323,1,0,0,0,0,79,0,2,1,1,1,67,0,0,1,2,2,1
65887,57,0,18,0,4526,3,0,0,1,0,84,1,1,1,0,0,87,0,0,0,1,1,0
15211,49,1,28,4,9982,0,0,2,0,0,10,3,2,3,0,1,37,0,0,0,3,0,0
26366,52,1,19,1,5027,2,0,0,2,1,39,0,2,1,1,1,76,0,0,1,2,3,1
43464,50,1,17,2,8288,0,2,0,0,1,40,0,0,4,0,2,62,0,1,0,2,1,1
34673,58,0,10,3,5420,2,2,1,0,0,74,4,2,4,2,1,17,0,0,1,2,1,1
56430,43,1,33,3,6152,1,0,2,1,1,48,1,0,1,2,2,90,0,0,1,2,3,1
25851,49,0,40,2,7208,0,0,2,1,0,90,1,1,0,0,1,103,0,0,0,3,0,0
71885,39,0,18,3,6510,1,0,0,2,0,91,3,0,1,0,2,86,0,0,0,0,1,1
13569,47,1,21,2,8055,2,1,3,2,0,2,3,1,4,0,0,47,0,0,0,2,2,1
42056,41,0,6,4,7921,2,3,0,0,1,66,2,1,0,0,1,38,0,0,0,2,2,0
68041,42,1,8,4,9129,1,1,3,1,0,28,4,1,3,1,0,56,0,0,0,0,1,0
43439,29,0,2,2,8516,0,1,3,2,0,53,1,1,3,0,1,80,0,0,0,1,0,0
49680,20,0,7,3,5841,2,2,0,4,0,60,1,2,3,0,1,50,0,0,0,1,0,0
20032,18,0,8,3,6023,2,3,1,0,0,77,3,1,4,1,1,86,0,0,1,2,2,1
42581,31,1,13,2,5831,3,3,0,2,0,2,1,1,5,1,1,28,0,0,1,0,2,0
20972,53,1,29,1,8175,0,0,2,2,0,5,0,1,2,0,1,69,0,0,1,1,1,0
54775,40,0,22,4,6251,2,0,0,2,1,27,0,1,0,0,1,44,0,0,0,3,2,0
13482,34,0,14,3,6279,2,0,0,2,0,24,4,2,0,1,1,71,1,0,0,1,1,1
65146,55,1,46,1,11373,3,0,2,0,0,13,0,1,3,0,1,84,0,1,0,3,2,0
26306,33,1,16,2,6905,2,0,0,0,1,4,2,0,3,0,2,28,0,0,0,0,1,0
